-2.06587344287	-2.17788187285	A
-1.50759867214	-2.2970584658	A
-1.89573800721	-1.179499691	A
-1.91845459295	0.0338081523425	A
-1.76410057822	-2.31059884483	A
-1.66085440518	-0.946001189157	A
-2.85947220515	-1.9970442176	A
-2.13677803557	-0.46326136326	A
-3.2910794591	-1.40379273017	A
-3.56927734145	-3.02743837155	A
-2.63845836867	-0.729948286688	A
-1.47274131718	-1.8042149437	A
-4.87534614955	-0.768505639879	A
-2.98523084687	-1.60362259013	A
-2.41194478234	-2.55561803464	A
-2.10636820495	-0.95572950162	A
-1.21008411103	-1.08851912547	A
-2.08295984093	-0.732897799873	A
-2.69962958059	-0.507046959882	A
-1.54663340155	-3.23523626798	A
-2.61448398426	-2.73270080143	A
-1.81244220433	-1.89402544995	A
-2.45997460247	-1.29559199459	A
-1.91963300172	-0.638279016451	A
-1.79346791666	-1.35565807331	A
-0.878350306631	-3.56503262742	A
-3.04484279362	-2.59765898491	A
-4.70498030737	-1.4409338371	A
-2.42016507621	-1.17078411	A
-0.762406062985	-2.36501381717	A
-1.38959356803	-1.56513922967	A
-1.91024831407	-0.364050296307	A
-2.15628063668	-3.461132461	A
-0.941633220163	-1.71228683082	A
-2.71305609089	-0.581144708593	A
-1.72083269354	-0.822180467763	A
-2.41049367423	-1.10388807711	A
-2.70375798205	-1.97558196256	A
-4.69763183008	-3.08615591438	A
-3.09293681536	-0.879454941482	A
-3.43885278433	-1.38197698402	A
-1.38003169049	-0.201077487159	A
-2.31251042082	-1.95175040706	A
-1.37766174614	-1.4897163481	A
-3.38686157584	-1.81520194143	A
-2.44639873079	-1.68424292382	A
-1.9653875829	-1.33120606061	A
-1.55742636836	-1.67809468868	A
-2.38454118086	-0.119800865377	A
-2.50784293771	-1.32164358314	A
-2.42878345903	-2.1052473065	A
-3.09430841232	-2.79926933113	A
-0.894994740765	-1.82822941132	A
-2.31104489395	-1.76554165092	A
-2.17701892751	-1.1181692469	A
-2.35569725051	-2.8217229965	A
-0.341599250575	-3.17115319653	A
-1.32279312963	-2.7123447783	A
-3.77414075737	1.01489400588	A
-4.46667110375	-1.765464528	A
-1.38099882626	-1.20744902358	A
-2.84323142377	-0.969345486503	A
-0.998352269444	-0.479976296414	A
-0.630438887562	-2.38555284138	A
-1.60406643493	-1.87465521675	A
-2.7929716098	-1.26141269571	A
-2.539648009	-1.62063678278	A
-3.38579682129	-1.72227483549	A
-2.40262248335	-0.790286038047	A
-2.44616575563	-1.29155777215	A
-4.01518237088	-2.45102238879	A
-1.09788908192	-0.340640289956	A
-2.1215896405	-1.44493466461	A
-3.61266966266	-2.47408233098	A
-2.0359022699	-1.50712545001	A
-0.812907746674	-4.22560705471	A
-1.80191669449	0.89230242653	A
-1.70567391277	-0.607879538474	A
-1.45269521438	-3.27421309064	A
-0.549482272837	-2.0525177347	A
-3.35575571148	-0.560329010591	A
-1.77191109241	-1.50659544921	A
-1.92671215464	-0.400331478578	A
-2.44823756667	-2.68036057156	A
-1.99022285854	-1.65146688088	A
-0.915502004843	-0.366294599916	A
-1.01390861947	-0.951755888794	A
-2.53599334734	-1.66820169392	A
-2.22153636372	-1.0043029033	A
-1.30501835413	-0.929010547155	A
-1.26592609487	-2.66258925666	A
